date,discharge (m3/s)
2018/11/19,5.316723544
2018/11/20,5.316723544
2018/11/21,5.316723544
2018/11/22,5.316723544
2018/11/23,5.316723544
2018/11/24,5.316723544
2018/11/25,5.316723544
2018/11/26,5.316723544
2018/11/27,5.316723544
2018/11/28,5.316723544
2018/11/29,5.316723544
2018/11/30,5.316723544
2018/12/1,0
2018/12/2,0
2018/12/3,0
2018/12/4,0
2018/12/5,0
2018/12/6,0
2018/12/7,0
2018/12/8,0
2018/12/9,0
2018/12/10,0
2018/12/11,0
2018/12/12,0
2018/12/13,0
2018/12/14,0
2018/12/15,0
2018/12/16,0
2018/12/17,0
2018/12/18,0
2018/12/19,0
2018/12/20,0
2018/12/21,0
2018/12/22,0
2018/12/23,0
2018/12/24,0
2018/12/25,0
2018/12/26,0
2018/12/27,0
2018/12/28,0
2018/12/29,0
2018/12/30,0
2018/12/31,0
2019/1/1,0
2019/1/2,0
2019/1/3,0
2019/1/4,0
2019/1/5,0
2019/1/6,0
2019/1/7,0
2019/1/8,0
2019/1/9,0
2019/1/10,0
2019/1/11,0
2019/1/12,0
2019/1/13,0
2019/1/14,0
2019/1/15,0
2019/1/16,0
2019/1/17,0
2019/1/18,0
2019/1/19,0
2019/1/20,0
2019/1/21,0
2019/1/22,0
2019/1/23,0
2019/1/24,0
2019/1/25,0
2019/1/26,0
2019/1/27,0
2019/1/28,0
2019/1/29,0
2019/1/30,0
2019/1/31,0
2019/2/1,0
2019/2/2,0
2019/2/3,0
2019/2/4,0
2019/2/5,0
2019/2/6,0
2019/2/7,0
2019/2/8,0
2019/2/9,0
2019/2/10,0
2019/2/11,0
2019/2/12,0
2019/2/13,0
2019/2/14,0
2019/2/15,0
2019/2/16,0
2019/2/17,0
2019/2/18,0
2019/2/19,0
2019/2/20,0
2019/2/21,0
2019/2/22,0
2019/2/23,0
2019/2/24,0
2019/2/25,0
2019/2/26,0
2019/2/27,0
2019/2/28,0
2019/3/1,1.941870434
2019/3/2,1.941870434
2019/3/3,1.941870434
2019/3/4,1.941870434
2019/3/5,1.941870434
2019/3/6,1.941870434
2019/3/7,1.941870434
2019/3/8,1.941870434
2019/3/9,1.941870434
2019/3/10,1.941870434
2019/3/11,1.941870434
2019/3/12,1.941870434
2019/3/13,1.941870434
2019/3/14,1.941870434
2019/3/15,1.941870434
2019/3/16,1.941870434
2019/3/17,1.941870434
2019/3/18,1.941870434
2019/3/19,1.941870434
2019/3/20,1.941870434
2019/3/21,1.941870434
2019/3/22,1.941870434
2019/3/23,1.941870434
2019/3/24,1.941870434
2019/3/25,1.941870434
2019/3/26,1.941870434
2019/3/27,1.941870434
2019/3/28,1.941870434
2019/3/29,1.941870434
2019/3/30,1.941870434
2019/3/31,1.941870434
2019/4/1,8.026397794
2019/4/2,8.026397794
2019/4/3,8.026397794
2019/4/4,8.026397794
2019/4/5,8.026397794
2019/4/6,8.026397794
2019/4/7,8.026397794
2019/4/8,8.026397794
2019/4/9,8.026397794
2019/4/10,8.026397794
2019/4/11,8.026397794
2019/4/12,8.026397794
2019/4/13,8.026397794
2019/4/14,8.026397794
2019/4/15,8.026397794
2019/4/16,8.026397794
2019/4/17,8.026397794
2019/4/18,8.026397794
2019/4/19,8.026397794
2019/4/20,8.026397794
2019/4/21,8.026397794
2019/4/22,8.026397794
2019/4/23,8.026397794
2019/4/24,8.026397794
2019/4/25,8.026397794
2019/4/26,8.026397794
2019/4/27,8.026397794
2019/4/28,8.026397794
2019/4/29,8.026397794
2019/4/30,8.026397794
2019/5/1,28.3
2019/5/2,30.4
2019/5/3,31.1
2019/5/4,29.3
2019/5/5,30.6
2019/5/6,36.2
2019/5/7,38
2019/5/8,37.4
2019/5/9,29.6
2019/5/10,22.3
2019/5/11,22.2
2019/5/12,21
2019/5/13,22.7
2019/5/14,20.9
2019/5/15,21.1
2019/5/16,21.7
2019/5/17,24.2
2019/5/18,24.6
2019/5/19,28.4
2019/5/20,32.1
2019/5/21,28.9
2019/5/22,25.2
2019/5/23,25.5
2019/5/24,24.2
2019/5/25,23.1
2019/5/26,24.9
2019/5/27,28.1
2019/5/28,27.6
2019/5/29,26.1
2019/5/30,26.3
2019/5/31,23.7
2019/6/1,21
2019/6/2,19.1
2019/6/3,18.5
2019/6/4,21.7
2019/6/5,21.5
2019/6/6,20.9
2019/6/7,22.1
2019/6/8,23.1
2019/6/9,23.8
2019/6/10,25.2
2019/6/11,26.4
2019/6/12,25.5
2019/6/13,24.6
2019/6/14,26.4
2019/6/15,26.1
2019/6/16,28.6
2019/6/17,30.5
2019/6/18,38
2019/6/19,44.6
2019/6/20,45.4
2019/6/21,42.4
2019/6/22,38.2
2019/6/23,34.3
2019/6/24,47
2019/6/25,57.1
2019/6/26,67.4
2019/6/27,68.9
2019/6/28,69.5
2019/6/29,76.2
2019/6/30,81.5
2019/7/1,93.6
2019/7/2,121
2019/7/3,135
2019/7/4,143
2019/7/5,139
2019/7/6,154
2019/7/7,162
2019/7/8,113
2019/7/9,75.9
2019/7/10,54.3
2019/7/11,53.3
2019/7/12,54.9
2019/7/13,59.2
2019/7/14,56.1
2019/7/15,53.9
2019/7/16,55.3
2019/7/17,46.7
2019/7/18,41
2019/7/19,41.3
2019/7/20,42.2
2019/7/21,45
2019/7/22,52.8
2019/7/23,52.4
2019/7/24,43.7
2019/7/25,38.1
2019/7/26,34.4
2019/7/27,30.6
2019/7/28,32.2
2019/7/29,40.1
2019/7/30,53.5
2019/7/31,57.4
2019/8/1,75
2019/8/2,77.7
2019/8/3,70.4
2019/8/4,68.6
2019/8/5,70.3
2019/8/6,82.3
2019/8/7,106
2019/8/8,98.4
2019/8/9,92.6
2019/8/10,62.8
2019/8/11,53.8
2019/8/12,48.9
2019/8/13,49.7
2019/8/14,58.7
2019/8/15,50.8
2019/8/16,44.8
2019/8/17,66.3
2019/8/18,88.2
2019/8/19,88.1
2019/8/20,78.9
2019/8/21,78.5
2019/8/22,78.8
2019/8/23,85.5
2019/8/24,97.1
2019/8/25,129
2019/8/26,130
2019/8/27,150
2019/8/28,126
2019/8/29,120
2019/8/30,116
2019/8/31,106
2019/9/1,98.1
2019/9/2,119
2019/9/3,127
2019/9/4,137
2019/9/5,161
2019/9/6,180
2019/9/7,164
2019/9/8,156
2019/9/9,144
2019/9/10,121
2019/9/11,107
2019/9/12,92.4
2019/9/13,91.9
2019/9/14,97.2
2019/9/15,99.3
2019/9/16,69.8
2019/9/17,65.6
2019/9/18,76.3
2019/9/19,77.8
2019/9/20,65
2019/9/21,56.9
2019/9/22,46.5
2019/9/23,56.2
2019/9/24,64.9
2019/9/25,66.9
2019/9/26,58.2
2019/9/27,51.7
2019/9/28,47.7
2019/9/29,44.9
2019/9/30,45.9
2019/10/1,44
2019/10/2,44.9
2019/10/3,60.4
2019/10/4,65.2
2019/10/5,60.4
2019/10/6,53
2019/10/7,46
2019/10/8,41.4
2019/10/9,40.6
2019/10/10,41.4
2019/10/11,37.8
2019/10/12,34
2019/10/13,33.4
2019/10/14,31.8
2019/10/15,30.8
2019/10/16,29.5
2019/10/17,26
2019/10/18,24.8
2019/10/19,24.3
2019/10/20,22.5
2019/10/21,22.9
2019/10/22,21.4
2019/10/23,20.7
2019/10/24,23
2019/10/25,21.3
2019/10/26,20.8
2019/10/27,20.2
2019/10/28,19.8
2019/10/29,19.7
2019/10/30,18.9
2019/10/31,18.5
2019/11/1,2.006599448
2019/11/2,2.006599448
2019/11/3,2.006599448
2019/11/4,2.006599448
2019/11/5,2.006599448
2019/11/6,2.006599448
2019/11/7,2.006599448
2019/11/8,2.006599448
2019/11/9,2.006599448
2019/11/10,2.006599448
2019/11/11,2.006599448
2019/11/12,2.006599448
2019/11/13,2.006599448
2019/11/14,2.006599448
2019/11/15,2.006599448
2019/11/16,2.006599448
2019/11/17,2.006599448
2019/11/18,2.006599448
2019/11/19,2.006599448
2019/11/20,2.006599448
2019/11/21,2.006599448
2019/11/22,2.006599448
2019/11/23,2.006599448
2019/11/24,2.006599448
2019/11/25,2.006599448
2019/11/26,2.006599448
2019/11/27,2.006599448
2019/11/28,2.006599448
2019/11/29,2.006599448
2019/11/30,2.006599448
2019/12/1,0
2019/12/2,0
2019/12/3,0
2019/12/4,0
2019/12/5,0
2019/12/6,0
2019/12/7,0
2019/12/8,0
2019/12/9,0
2019/12/10,0
2019/12/11,0
2019/12/12,0
2019/12/13,0
2019/12/14,0
2019/12/15,0
2019/12/16,0
2019/12/17,0
2019/12/18,0
2019/12/19,0
2019/12/20,0
2019/12/21,0
2019/12/22,0
2019/12/23,0
2019/12/24,0
2019/12/25,0
2019/12/26,0
2019/12/27,0
2019/12/28,0
2019/12/29,0
2019/12/30,0
2019/12/31,0
2020/1/1,0
2020/1/2,0
2020/1/3,0
2020/1/4,0
2020/1/5,0
2020/1/6,0
2020/1/7,0
2020/1/8,0
2020/1/9,0
2020/1/10,0
2020/1/11,0
2020/1/12,0
2020/1/13,0
2020/1/14,0
2020/1/15,0
2020/1/16,0
2020/1/17,0
2020/1/18,0
2020/1/19,0
2020/1/20,0
2020/1/21,0
2020/1/22,0
2020/1/23,0
2020/1/24,0
2020/1/25,0
2020/1/26,0
2020/1/27,0
2020/1/28,0
2020/1/29,0
2020/1/30,0
2020/1/31,0
2020/2/1,0
2020/2/2,0
2020/2/3,0
2020/2/4,0
2020/2/5,0
2020/2/6,0
2020/2/7,0
2020/2/8,0
2020/2/9,0
2020/2/10,0
2020/2/11,0
2020/2/12,0
2020/2/13,0
2020/2/14,0
2020/2/15,0
2020/2/16,0
2020/2/17,0
2020/2/18,0
2020/2/19,0
2020/2/20,0
2020/2/21,0
2020/2/22,0
2020/2/23,0
2020/2/24,0
2020/2/25,0
2020/2/26,0
2020/2/27,0
2020/2/28,0
2020/2/29,0
2020/3/1,3.335190313
2020/3/2,3.335190313
2020/3/3,3.335190313
2020/3/4,3.335190313
2020/3/5,3.335190313
2020/3/6,3.335190313
2020/3/7,3.335190313
2020/3/8,3.335190313
2020/3/9,3.335190313
2020/3/10,3.335190313
2020/3/11,3.335190313
2020/3/12,3.335190313
2020/3/13,3.335190313
2020/3/14,3.335190313
2020/3/15,3.335190313
2020/3/16,3.335190313
2020/3/17,3.335190313
2020/3/18,3.335190313
2020/3/19,3.335190313
2020/3/20,3.335190313
2020/3/21,3.335190313
2020/3/22,3.335190313
2020/3/23,3.335190313
2020/3/24,3.335190313
2020/3/25,3.335190313
2020/3/26,3.335190313
2020/3/27,3.335190313
2020/3/28,3.335190313
2020/3/29,3.335190313
2020/3/30,3.335190313
2020/3/31,3.335190313
2020/4/1,13.78545329
2020/4/2,13.78545329
2020/4/3,13.78545329
2020/4/4,13.78545329
2020/4/5,13.78545329
2020/4/6,13.78545329
2020/4/7,13.78545329
2020/4/8,13.78545329
2020/4/9,13.78545329
2020/4/10,13.78545329
2020/4/11,13.78545329
2020/4/12,13.78545329
2020/4/13,13.78545329
2020/4/14,13.78545329
2020/4/15,13.78545329
2020/4/16,13.78545329
2020/4/17,13.78545329
2020/4/18,13.78545329
2020/4/19,13.78545329
2020/4/20,13.78545329
2020/4/21,13.78545329
2020/4/22,13.78545329
2020/4/23,13.78545329
2020/4/24,13.78545329
2020/4/25,13.78545329
2020/4/26,13.78545329
2020/4/27,13.78545329
2020/4/28,13.78545329
2020/4/29,13.78545329
2020/4/30,13.78545329
2020/5/1,16.7
2020/5/2,17.1
2020/5/3,18.1
2020/5/4,18.4
2020/5/5,17.2
2020/5/6,22.2
2020/5/7,35.1
2020/5/8,28
2020/5/9,21.6
2020/5/10,27
2020/5/11,27
2020/5/12,26
2020/5/13,27.1
2020/5/14,27.4
2020/5/15,24.6
2020/5/16,24.7
2020/5/17,26.8
2020/5/18,36.8
2020/5/19,48.3
2020/5/20,44.7
2020/5/21,41.7
2020/5/22,44
2020/5/23,43.7
2020/5/24,46.4
2020/5/25,48.9
2020/5/26,42.1
2020/5/27,31.5
2020/5/28,26.6
2020/5/29,23.9
2020/5/30,20.7
2020/5/31,19
2020/6/1,19
2020/6/2,19.1
2020/6/3,24.8
2020/6/4,26
2020/6/5,30.2
2020/6/6,31.9
2020/6/7,41.1
2020/6/8,40.8
2020/6/9,46.8
2020/6/10,47.8
2020/6/11,51.1
2020/6/12,61.9
2020/6/13,67.4
2020/6/14,68.2
2020/6/15,74.7
2020/6/16,100
2020/6/17,135
2020/6/18,129
2020/6/19,105
2020/6/20,119
2020/6/21,146
2020/6/22,153
2020/6/23,135
2020/6/24,81.9
2020/6/25,61.7
2020/6/26,55.9
2020/6/27,65.2
2020/6/28,73
2020/6/29,61.5
2020/6/30,50.6
2020/7/1,56
2020/7/2,68.3
2020/7/3,65.6
2020/7/4,69.8
2020/7/5,105
2020/7/6,117
2020/7/7,102
2020/7/8,111
2020/7/9,144
2020/7/10,125
2020/7/11,159
2020/7/12,175
2020/7/13,123
2020/7/14,135
2020/7/15,137
2020/7/16,174
2020/7/17,181
2020/7/18,167
2020/7/19,160
2020/7/20,168
2020/7/21,190
2020/7/22,201
2020/7/23,222
2020/7/24,300
2020/7/25,313
2020/7/26,196
2020/7/27,154
2020/7/28,153
2020/7/29,196
2020/7/30,188
2020/7/31,186
2020/8/1,191
2020/8/2,212
2020/8/3,183
2020/8/4,374
2020/8/5,411
2020/8/6,465
2020/8/7,462
2020/8/8,354
2020/8/9,282
2020/8/10,248
2020/8/11,303
2020/8/12,408
2020/8/13,295
2020/8/14,274
2020/8/15,270
2020/8/16,269
2020/8/17,277
2020/8/18,209
2020/8/19,143
2020/8/20,113
2020/8/21,121
2020/8/22,163
2020/8/23,230
2020/8/24,198
2020/8/25,151
2020/8/26,127
2020/8/27,108
2020/8/28,99.5
2020/8/29,145
2020/8/30,139
2020/8/31,116
2020/9/1,87.5
2020/9/2,82.3
2020/9/3,86.5
2020/9/4,95.9
2020/9/5,112
2020/9/6,116
2020/9/7,108
2020/9/8,138
2020/9/9,136
2020/9/10,126
2020/9/11,128
2020/9/12,121
2020/9/13,104
2020/9/14,87.3
2020/9/15,77.2
2020/9/16,75.4
2020/9/17,74.6
2020/9/18,70.3
2020/9/19,63.8
2020/9/20,61.1
2020/9/21,67.6
2020/9/22,69.2
2020/9/23,62.4
2020/9/24,56.6
2020/9/25,57.8
2020/9/26,53.9
2020/9/27,49.4
2020/9/28,40.8
2020/9/29,35.8
2020/9/30,29
2020/10/1,24.4
2020/10/2,22.4
2020/10/3,20.2
2020/10/4,19.2
2020/10/5,18.5
2020/10/6,17.8
2020/10/7,17.5
2020/10/8,16.9
2020/10/9,16.8
2020/10/10,16.3
2020/10/11,16
2020/10/12,15.2
2020/10/13,14.9
2020/10/14,15
2020/10/15,14.8
2020/10/16,14.4
2020/10/17,13.8
2020/10/18,13.6
2020/10/19,13.3
2020/10/20,13
2020/10/21,13.8
2020/10/22,13.5
2020/10/23,13.7
2020/10/24,14.1
2020/10/25,14.3
2020/10/26,14.1
2020/10/27,12.3
2020/10/28,12.1
2020/10/29,12.2
2020/10/30,11.2
2020/10/31,11.2
2020/11/1,3.446363323
2020/11/2,3.446363323
2020/11/3,3.446363323
2020/11/4,3.446363323
2020/11/5,3.446363323
2020/11/6,3.446363323
2020/11/7,3.446363323
2020/11/8,3.446363323
2020/11/9,3.446363323
2020/11/10,3.446363323
2020/11/11,3.446363323
2020/11/12,3.446363323
2020/11/13,3.446363323
2020/11/14,3.446363323
2020/11/15,3.446363323
2020/11/16,3.446363323
2020/11/17,3.446363323
2020/11/18,3.446363323
2020/11/19,3.446363323
2020/11/20,3.446363323
2020/11/21,3.446363323
2020/11/22,3.446363323
2020/11/23,3.446363323
2020/11/24,3.446363323
2020/11/25,3.446363323
2020/11/26,3.446363323
2020/11/27,3.446363323
2020/11/28,3.446363323
2020/11/29,3.446363323
2020/11/30,3.446363323
2020/12/1,0
2020/12/2,0
2020/12/3,0
2020/12/4,0
2020/12/5,0
2020/12/6,0
2020/12/7,0
2020/12/8,0
2020/12/9,0
2020/12/10,0
2020/12/11,0
2020/12/12,0
2020/12/13,0
2020/12/14,0
2020/12/15,0
2020/12/16,0
2020/12/17,0
2020/12/18,0
2020/12/19,0
2020/12/20,0
2020/12/21,0
2020/12/22,0
2020/12/23,0
2020/12/24,0
2020/12/25,0
2020/12/26,0
2020/12/27,0
2020/12/28,0
2020/12/29,0
2020/12/30,0
2020/12/31,0
