date,discharge (m3/s)
2015/4/7,6.0348404
2015/4/8,6.0348404
2015/4/9,6.0348404
2015/4/10,6.0348404
2015/4/11,6.0348404
2015/4/12,6.0348404
2015/4/13,6.0348404
2015/4/14,6.0348404
2015/4/15,6.0348404
2015/4/16,6.0348404
2015/4/17,6.0348404
2015/4/18,6.0348404
2015/4/19,6.0348404
2015/4/20,6.0348404
2015/4/21,6.0348404
2015/4/22,6.0348404
2015/4/23,6.0348404
2015/4/24,6.0348404
2015/4/25,6.0348404
2015/4/26,6.0348404
2015/4/27,6.0348404
2015/4/28,6.0348404
2015/4/29,6.0348404
2015/4/30,6.0348404
2015/5/1,28.2
2015/5/2,24.6
2015/5/3,23.3
2015/5/4,22.1
2015/5/5,20.2
2015/5/6,14.6
2015/5/7,14.6
2015/5/8,16.4
2015/5/9,16.9
2015/5/10,17.5
2015/5/11,20.2
2015/5/12,21
2015/5/13,24.9
2015/5/14,26.9
2015/5/15,30.1
2015/5/16,33.2
2015/5/17,37.4
2015/5/18,34.9
2015/5/19,32.3
2015/5/20,35.1
2015/5/21,35.7
2015/5/22,36.6
2015/5/23,38.6
2015/5/24,37.4
2015/5/25,35.5
2015/5/26,32.6
2015/5/27,31.7
2015/5/28,31.1
2015/5/29,29.5
2015/5/30,26
2015/5/31,22.5
2015/6/1,21.6
2015/6/2,22.2
2015/6/3,22.1
2015/6/4,23.3
2015/6/5,23
2015/6/6,22.5
2015/6/7,23.9
2015/6/8,29.6
2015/6/9,31.5
2015/6/10,30.2
2015/6/11,25.6
2015/6/12,24.7
2015/6/13,28.7
2015/6/14,28.6
2015/6/15,33
2015/6/16,31.9
2015/6/17,34.3
2015/6/18,36.5
2015/6/19,39.7
2015/6/20,38.1
2015/6/21,35.2
2015/6/22,33.9
2015/6/23,31.9
2015/6/24,32.8
2015/6/25,36.4
2015/6/26,40.1
2015/6/27,44.9
2015/6/28,77
2015/6/29,89
2015/6/30,131
2015/7/1,144
2015/7/2,171
2015/7/3,154
2015/7/4,153
2015/7/5,119
2015/7/6,66.6
2015/7/7,40.6
2015/7/8,39.8
2015/7/9,40.8
2015/7/10,39.5
2015/7/11,35.7
2015/7/12,37.9
2015/7/13,63.7
2015/7/14,79.3
2015/7/15,62.7
2015/7/16,56.7
2015/7/17,44.9
2015/7/18,39.5
2015/7/19,25.6
2015/7/20,26
2015/7/21,23
2015/7/22,19
2015/7/23,18.7
2015/7/24,19
2015/7/25,20.9
2015/7/26,22.5
2015/7/27,25
2015/7/28,29
2015/7/29,35.4
2015/7/30,47.5
2015/7/31,59.6
2015/8/1,59.1
2015/8/2,57.4
2015/8/3,64.9
2015/8/4,60
2015/8/5,64.8
2015/8/6,94.4
2015/8/7,95.7
2015/8/8,70.2
2015/8/9,45.2
2015/8/10,50.1
2015/8/11,58.2
2015/8/12,65.3
2015/8/13,86.4
2015/8/14,97.5
2015/8/15,101
2015/8/16,110
2015/8/17,121
2015/8/18,109
2015/8/19,88
2015/8/20,88.9
2015/8/21,76.8
2015/8/22,63.5
2015/8/23,49.6
2015/8/24,52.2
2015/8/25,52.1
2015/8/26,56.1
2015/8/27,62.5
2015/8/28,62.9
2015/8/29,67.4
2015/8/30,68.4
2015/8/31,74.9
2015/9/1,77.4
2015/9/2,80
2015/9/3,78.4
2015/9/4,82.6
2015/9/5,82
2015/9/6,59.4
2015/9/7,56.8
2015/9/8,58.4
2015/9/9,66.4
2015/9/10,57.7
2015/9/11,58.8
2015/9/12,51.8
2015/9/13,44.8
2015/9/14,45.7
2015/9/15,46.1
2015/9/16,41.9
2015/9/17,41.6
2015/9/18,43.7
2015/9/19,46.9
2015/9/20,41.1
2015/9/21,35.2
2015/9/22,32.7
2015/9/23,29.7
2015/9/24,26.2
2015/9/25,28.3
2015/9/26,27.3
2015/9/27,26.6
2015/9/28,26.5
2015/9/29,25.8
2015/9/30,24.3
2015/10/1,22.1
2015/10/2,19.7
2015/10/3,21.9
2015/10/4,20.9
2015/10/5,20.1
2015/10/6,19.8
2015/10/7,20.2
2015/10/8,18.4
2015/10/9,18.2
2015/10/10,17.7
2015/10/11,15.6
2015/10/12,16
2015/10/13,16.2
2015/10/14,16
2015/10/15,16.7
2015/10/16,16.2
2015/10/17,16.1
2015/10/18,16.4
2015/10/19,17.1
2015/10/20,17.2
2015/10/21,17.4
2015/10/22,17.2
2015/10/23,14.5
2015/10/24,13.3
2015/10/25,12.7
2015/10/26,13
2015/10/27,13.2
2015/10/28,12.3
2015/10/29,11.9
2015/10/30,9.12
2015/10/31,8.34
2015/11/1,1.5087101
2015/11/2,1.5087101
2015/11/3,1.5087101
2015/11/4,1.5087101
2015/11/5,1.5087101
2015/11/6,1.5087101
2015/11/7,1.5087101
2015/11/8,1.5087101
2015/11/9,1.5087101
2015/11/10,1.5087101
2015/11/11,1.5087101
2015/11/12,1.5087101
2015/11/13,1.5087101
2015/11/14,1.5087101
2015/11/15,1.5087101
2015/11/16,1.5087101
2015/11/17,1.5087101
2015/11/18,1.5087101
2015/11/19,1.5087101
2015/11/20,1.5087101
2015/11/21,1.5087101
2015/11/22,1.5087101
2015/11/23,1.5087101
2015/11/24,1.5087101
2015/11/25,1.5087101
2015/11/26,1.5087101
2015/11/27,1.5087101
2015/11/28,1.5087101
2015/11/29,1.5087101
2015/11/30,1.5087101
2015/12/1,0
2015/12/2,0
2015/12/3,0
2015/12/4,0
2015/12/5,0
2015/12/6,0
2015/12/7,0
2015/12/8,0
2015/12/9,0
2015/12/10,0
2015/12/11,0
2015/12/12,0
2015/12/13,0
2015/12/14,0
2015/12/15,0
2015/12/16,0
2015/12/17,0
2015/12/18,0
2015/12/19,0
2015/12/20,0
2015/12/21,0
2015/12/22,0
2015/12/23,0
2015/12/24,0
2015/12/25,0
2015/12/26,0
2015/12/27,0
2015/12/28,0
2015/12/29,0
2015/12/30,0
2015/12/31,0
2016/1/1,0
2016/1/2,0
2016/1/3,0
2016/1/4,0
2016/1/5,0
2016/1/6,0
2016/1/7,0
2016/1/8,0
2016/1/9,0
2016/1/10,0
2016/1/11,0
2016/1/12,0
2016/1/13,0
2016/1/14,0
2016/1/15,0
2016/1/16,0
2016/1/17,0
2016/1/18,0
2016/1/19,0
2016/1/20,0
2016/1/21,0
2016/1/22,0
2016/1/23,0
2016/1/24,0
2016/1/25,0
2016/1/26,0
2016/1/27,0
2016/1/28,0
2016/1/29,0
2016/1/30,0
2016/1/31,0
2016/2/1,0
2016/2/2,0
2016/2/3,0
2016/2/4,0
2016/2/5,0
2016/2/6,0
2016/2/7,0
2016/2/8,0
2016/2/9,0
2016/2/10,0
2016/2/11,0
2016/2/12,0
2016/2/13,0
2016/2/14,0
2016/2/15,0
2016/2/16,0
2016/2/17,0
2016/2/18,0
2016/2/19,0
2016/2/20,0
2016/2/21,0
2016/2/22,0
2016/2/23,0
2016/2/24,0
2016/2/25,0
2016/2/26,0
2016/2/27,0
2016/2/28,0
2016/2/29,0
2016/3/1,2.880954565
2016/3/2,2.880954565
2016/3/3,2.880954565
2016/3/4,2.880954565
2016/3/5,2.880954565
2016/3/6,2.880954565
2016/3/7,2.880954565
2016/3/8,2.880954565
2016/3/9,2.880954565
2016/3/10,2.880954565
2016/3/11,2.880954565
2016/3/12,2.880954565
2016/3/13,2.880954565
2016/3/14,2.880954565
2016/3/15,2.880954565
2016/3/16,2.880954565
2016/3/17,2.880954565
2016/3/18,2.880954565
2016/3/19,2.880954565
2016/3/20,2.880954565
2016/3/21,2.880954565
2016/3/22,2.880954565
2016/3/23,2.880954565
2016/3/24,2.880954565
2016/3/25,2.880954565
2016/3/26,2.880954565
2016/3/27,2.880954565
2016/3/28,2.880954565
2016/3/29,2.880954565
2016/3/30,2.880954565
2016/3/31,2.880954565
2016/4/1,11.90794554
2016/4/2,11.90794554
2016/4/3,11.90794554
2016/4/4,11.90794554
2016/4/5,11.90794554
2016/4/6,11.90794554
2016/4/7,11.90794554
2016/4/8,11.90794554
2016/4/9,11.90794554
2016/4/10,11.90794554
2016/4/11,11.90794554
2016/4/12,11.90794554
2016/4/13,11.90794554
2016/4/14,11.90794554
2016/4/15,11.90794554
2016/4/16,11.90794554
2016/4/17,11.90794554
2016/4/18,11.90794554
2016/4/19,11.90794554
2016/4/20,11.90794554
2016/4/21,11.90794554
2016/4/22,11.90794554
2016/4/23,11.90794554
2016/4/24,11.90794554
2016/4/25,11.90794554
2016/4/26,11.90794554
2016/4/27,11.90794554
2016/4/28,11.90794554
2016/4/29,11.90794554
2016/4/30,11.90794554
2016/5/1,14.1
2016/5/2,13.4
2016/5/3,16.1
2016/5/4,17.8
2016/5/5,16
2016/5/6,18.1
2016/5/7,17.5
2016/5/8,18.6
2016/5/9,20.3
2016/5/10,20.6
2016/5/11,21.6
2016/5/12,21.2
2016/5/13,29.6
2016/5/14,33.4
2016/5/15,32.3
2016/5/16,30.7
2016/5/17,29.1
2016/5/18,26.4
2016/5/19,22.7
2016/5/20,21.8
2016/5/21,20.1
2016/5/22,17.5
2016/5/23,16.7
2016/5/24,15.6
2016/5/25,15.9
2016/5/26,17
2016/5/27,18.6
2016/5/28,19.7
2016/5/29,18.4
2016/5/30,18.6
2016/5/31,20
2016/6/1,28.9
2016/6/2,28
2016/6/3,24.4
2016/6/4,21.2
2016/6/5,19.3
2016/6/6,15.8
2016/6/7,14.6
2016/6/8,19.3
2016/6/9,21.8
2016/6/10,21
2016/6/11,19.5
2016/6/12,21.3
2016/6/13,25.1
2016/6/14,24.9
2016/6/15,24.7
2016/6/16,28
2016/6/17,29.7
2016/6/18,30.8
2016/6/19,33.4
2016/6/20,56
2016/6/21,64.9
2016/6/22,62.9
2016/6/23,53.8
2016/6/24,66
2016/6/25,80.2
2016/6/26,79.8
2016/6/27,83.1
2016/6/28,73.8
2016/6/29,73.5
2016/6/30,69.1
2016/7/1,80
2016/7/2,77.1
2016/7/3,57.1
2016/7/4,64.8
2016/7/5,84.8
2016/7/6,125
2016/7/7,144
2016/7/8,119
2016/7/9,135
2016/7/10,150
2016/7/11,276
2016/7/12,235
2016/7/13,299
2016/7/14,276
2016/7/15,174
2016/7/16,111
2016/7/17,91.7
2016/7/18,96.6
2016/7/19,110
2016/7/20,116
2016/7/21,152
2016/7/22,160
2016/7/23,154
2016/7/24,156
2016/7/25,144
2016/7/26,101
2016/7/27,85.8
2016/7/28,95.4
2016/7/29,88.4
2016/7/30,81.6
2016/7/31,97.9
2016/8/1,93.9
2016/8/2,94.9
2016/8/3,98.5
2016/8/4,93.3
2016/8/5,91.4
2016/8/6,99.8
2016/8/7,94.7
2016/8/8,91.7
2016/8/9,70.2
2016/8/10,73.3
2016/8/11,82.7
2016/8/12,104
2016/8/13,164
2016/8/14,180
2016/8/15,172
2016/8/16,211
2016/8/17,213
2016/8/18,173
2016/8/19,163
2016/8/20,153
2016/8/21,143
2016/8/22,152
2016/8/23,155
2016/8/24,144
2016/8/25,166
2016/8/26,190
2016/8/27,171
2016/8/28,161
2016/8/29,150
2016/8/30,155
2016/8/31,156
2016/9/1,144
2016/9/2,156
2016/9/3,173
2016/9/4,179
2016/9/5,205
2016/9/6,224
2016/9/7,186
2016/9/8,179
2016/9/9,181
2016/9/10,147
2016/9/11,113
2016/9/12,109
2016/9/13,106
2016/9/14,114
2016/9/15,109
2016/9/16,110
2016/9/17,126
2016/9/18,144
2016/9/19,142
2016/9/20,128
2016/9/21,99.2
2016/9/22,93.8
2016/9/23,99
2016/9/24,95.5
2016/9/25,99.2
2016/9/26,112
2016/9/27,109
2016/9/28,96.9
2016/9/29,89.8
2016/9/30,84.7
2016/10/1,76.4
2016/10/2,72.4
2016/10/3,66.4
2016/10/4,69.4
2016/10/5,74.6
2016/10/6,73.9
2016/10/7,75.3
2016/10/8,67.9
2016/10/9,66.3
2016/10/10,63.1
2016/10/11,63.1
2016/10/12,69.8
2016/10/13,70.4
2016/10/14,69.4
2016/10/15,72.5
2016/10/16,45.5
2016/10/17,38.6
2016/10/18,41.8
2016/10/19,38.3
2016/10/20,37.9
2016/10/21,35.5
2016/10/22,32.9
2016/10/23,29.6
2016/10/24,27.1
2016/10/25,26.6
2016/10/26,32.1
2016/10/27,25.9
2016/10/28,19.1
2016/10/29,5.05
2016/10/30,4.26
2016/10/31,4.24
2016/11/1,2.976986384
2016/11/2,2.976986384
2016/11/3,2.976986384
2016/11/4,2.976986384
2016/11/5,2.976986384
2016/11/6,2.976986384
2016/11/7,2.976986384
2016/11/8,2.976986384
2016/11/9,2.976986384
2016/11/10,2.976986384
2016/11/11,2.976986384
2016/11/12,2.976986384
2016/11/13,2.976986384
2016/11/14,2.976986384
2016/11/15,2.976986384
2016/11/16,2.976986384
2016/11/17,2.976986384
2016/11/18,2.976986384
2016/11/19,2.976986384
2016/11/20,2.976986384
2016/11/21,2.976986384
2016/11/22,2.976986384
2016/11/23,2.976986384
2016/11/24,2.976986384
2016/11/25,2.976986384
2016/11/26,2.976986384
2016/11/27,2.976986384
2016/11/28,2.976986384
2016/11/29,2.976986384
2016/11/30,2.976986384
2016/12/1,0
2016/12/2,0
2016/12/3,0
2016/12/4,0
2016/12/5,0
2016/12/6,0
2016/12/7,0
2016/12/8,0
2016/12/9,0
2016/12/10,0
2016/12/11,0
2016/12/12,0
2016/12/13,0
2016/12/14,0
2016/12/15,0
2016/12/16,0
2016/12/17,0
2016/12/18,0
2016/12/19,0
2016/12/20,0
2016/12/21,0
2016/12/22,0
2016/12/23,0
2016/12/24,0
2016/12/25,0
2016/12/26,0
2016/12/27,0
2016/12/28,0
2016/12/29,0
2016/12/30,0
2016/12/31,0
2017/1/1,0
2017/1/2,0
2017/1/3,0
2017/1/4,0
2017/1/5,0
2017/1/6,0
2017/1/7,0
2017/1/8,0
2017/1/9,0
2017/1/10,0
2017/1/11,0
2017/1/12,0
2017/1/13,0
2017/1/14,0
2017/1/15,0
2017/1/16,0
2017/1/17,0
2017/1/18,0
2017/1/19,0
2017/1/20,0
2017/1/21,0
2017/1/22,0
2017/1/23,0
2017/1/24,0
2017/1/25,0
2017/1/26,0
2017/1/27,0
2017/1/28,0
2017/1/29,0
2017/1/30,0
2017/1/31,0
2017/2/1,0
2017/2/2,0
2017/2/3,0
2017/2/4,0
2017/2/5,0
2017/2/6,0
2017/2/7,0
2017/2/8,0
2017/2/9,0
2017/2/10,0
2017/2/11,0
2017/2/12,0
2017/2/13,0
2017/2/14,0
2017/2/15,0
2017/2/16,0
2017/2/17,0
2017/2/18,0
2017/2/19,0
2017/2/20,0
2017/2/21,0
2017/2/22,0
2017/2/23,0
2017/2/24,0
2017/2/25,0
2017/2/26,0
2017/2/27,0
2017/2/28,0
2017/3/1,4.026006605
2017/3/2,4.026006605
2017/3/3,4.026006605
2017/3/4,4.026006605
2017/3/5,4.026006605
2017/3/6,4.026006605
2017/3/7,4.026006605
2017/3/8,4.026006605
2017/3/9,4.026006605
2017/3/10,4.026006605
2017/3/11,4.026006605
2017/3/12,4.026006605
2017/3/13,4.026006605
2017/3/14,4.026006605
2017/3/15,4.026006605
2017/3/16,4.026006605
2017/3/17,4.026006605
2017/3/18,4.026006605
2017/3/19,4.026006605
2017/3/20,4.026006605
2017/3/21,4.026006605
2017/3/22,4.026006605
2017/3/23,4.026006605
2017/3/24,4.026006605
2017/3/25,4.026006605
2017/3/26,4.026006605
2017/3/27,4.026006605
2017/3/28,4.026006605
2017/3/29,4.026006605
2017/3/30,4.026006605
2017/3/31,4.026006605
2017/4/1,16.6408273
2017/4/2,16.6408273
2017/4/3,16.6408273
2017/4/4,16.6408273
2017/4/5,16.6408273
2017/4/6,16.6408273
2017/4/7,16.6408273
2017/4/8,16.6408273
2017/4/9,16.6408273
2017/4/10,16.6408273
2017/4/11,16.6408273
2017/4/12,16.6408273
2017/4/13,16.6408273
2017/4/14,16.6408273
2017/4/15,16.6408273
2017/4/16,16.6408273
2017/4/17,16.6408273
2017/4/18,16.6408273
2017/4/19,16.6408273
2017/4/20,16.6408273
2017/4/21,16.6408273
2017/4/22,16.6408273
2017/4/23,16.6408273
2017/4/24,16.6408273
2017/4/25,16.6408273
2017/4/26,16.6408273
2017/4/27,16.6408273
2017/4/28,16.6408273
2017/4/29,16.6408273
2017/4/30,16.6408273
2017/5/1,26.7
2017/5/2,23.9
2017/5/3,21.7
2017/5/4,19.6
2017/5/5,18.5
2017/5/6,14
2017/5/7,13.5
2017/5/8,13.5
2017/5/9,13.5
2017/5/10,15.5
2017/5/11,15.4
2017/5/12,15.8
2017/5/13,16.6
2017/5/14,16.5
2017/5/15,17.6
2017/5/16,16.2
2017/5/17,17.7
2017/5/18,19.1
2017/5/19,16.7
2017/5/20,19
2017/5/21,21.6
2017/5/22,22.3
2017/5/23,23.6
2017/5/24,23.8
2017/5/25,24.5
2017/5/26,23.8
2017/5/27,22.4
2017/5/28,24.7
2017/5/29,23.6
2017/5/30,22.8
2017/5/31,21.3
2017/6/1,22
2017/6/2,23.2
2017/6/3,30.2
2017/6/4,40.2
2017/6/5,36.2
2017/6/6,28.4
2017/6/7,24.1
2017/6/8,28
2017/6/9,31.5
2017/6/10,42.9
2017/6/11,49.4
2017/6/12,56.7
2017/6/13,75
2017/6/14,87.2
2017/6/15,96.3
2017/6/16,104
2017/6/17,128
2017/6/18,182
2017/6/19,182
2017/6/20,191
2017/6/21,170
2017/6/22,126
2017/6/23,127
2017/6/24,129
2017/6/25,132
2017/6/26,107
2017/6/27,77.9
2017/6/28,59.6
2017/6/29,56.4
2017/6/30,68.7
2017/7/1,130
2017/7/2,191
2017/7/3,182
2017/7/4,159
2017/7/5,158
2017/7/6,168
2017/7/7,186
2017/7/8,205
2017/7/9,297
2017/7/10,195
2017/7/11,117
2017/7/12,81.3
2017/7/13,79.1
2017/7/14,82.2
2017/7/15,82.3
2017/7/16,88.3
2017/7/17,108
2017/7/18,128
2017/7/19,129
2017/7/20,123
2017/7/21,122
2017/7/22,128
2017/7/23,134
2017/7/24,141
2017/7/25,192
2017/7/26,244
2017/7/27,261
2017/7/28,283
2017/7/29,226
2017/7/30,164
2017/7/31,146
2017/8/1,163
2017/8/2,162
2017/8/3,123
2017/8/4,113
2017/8/5,119
2017/8/6,144
2017/8/7,151
2017/8/8,185
2017/8/9,181
2017/8/10,129
2017/8/11,121
2017/8/12,121
2017/8/13,122
2017/8/14,125
2017/8/15,132
2017/8/16,124
2017/8/17,108
2017/8/18,170
2017/8/19,180
2017/8/20,171
2017/8/21,169
2017/8/22,221
2017/8/23,248
2017/8/24,206
2017/8/25,215
2017/8/26,227
2017/8/27,240
2017/8/28,333
2017/8/29,325
2017/8/30,349
2017/8/31,345
2017/9/1,254
2017/9/2,254
2017/9/3,307
2017/9/4,475
2017/9/5,492
2017/9/6,344
2017/9/7,303
2017/9/8,304
2017/9/9,271
2017/9/10,272
2017/9/11,241
2017/9/12,195
2017/9/13,179
2017/9/14,175
2017/9/15,165
2017/9/16,150
2017/9/17,145
2017/9/18,165
2017/9/19,200
2017/9/20,220
2017/9/21,195
2017/9/22,179
2017/9/23,171
2017/9/24,188
2017/9/25,175
2017/9/26,170
2017/9/27,147
2017/9/28,127
2017/9/29,113
2017/9/30,105
2017/10/1,83.5
2017/10/2,83.5
2017/10/3,77.8
2017/10/4,76.4
2017/10/5,73.3
2017/10/6,65.2
2017/10/7,54.3
2017/10/8,50.4
2017/10/9,46.6
2017/10/10,44.3
2017/10/11,46.2
2017/10/12,45.4
2017/10/13,43.6
2017/10/14,41.4
2017/10/15,42.8
2017/10/16,42.8
2017/10/17,46.6
2017/10/18,46.6
2017/10/19,47.2
2017/10/20,43.1
2017/10/21,39.8
2017/10/22,39.2
2017/10/23,40.1
2017/10/24,42.3
2017/10/25,43.8
2017/10/26,31.7
2017/10/27,28.8
2017/10/28,30.6
2017/10/29,32.1
2017/10/30,32.1
2017/10/31,31.2
2017/11/1,4.160206825
2017/11/2,4.160206825
2017/11/3,4.160206825
2017/11/4,4.160206825
2017/11/5,4.160206825
2017/11/6,4.160206825
2017/11/7,4.160206825
2017/11/8,4.160206825
2017/11/9,4.160206825
2017/11/10,4.160206825
2017/11/11,4.160206825
2017/11/12,4.160206825
2017/11/13,4.160206825
2017/11/14,4.160206825
2017/11/15,4.160206825
2017/11/16,4.160206825
2017/11/17,4.160206825
2017/11/18,4.160206825
2017/11/19,4.160206825
2017/11/20,4.160206825
2017/11/21,4.160206825
2017/11/22,4.160206825
2017/11/23,4.160206825
2017/11/24,4.160206825
2017/11/25,4.160206825
2017/11/26,4.160206825
2017/11/27,4.160206825
2017/11/28,4.160206825
2017/11/29,4.160206825
2017/11/30,4.160206825
2017/12/1,0
2017/12/2,0
2017/12/3,0
2017/12/4,0
2017/12/5,0
2017/12/6,0
2017/12/7,0
2017/12/8,0
2017/12/9,0
2017/12/10,0
2017/12/11,0
2017/12/12,0
2017/12/13,0
2017/12/14,0
2017/12/15,0
2017/12/16,0
2017/12/17,0
2017/12/18,0
2017/12/19,0
2017/12/20,0
2017/12/21,0
2017/12/22,0
2017/12/23,0
2017/12/24,0
2017/12/25,0
2017/12/26,0
2017/12/27,0
2017/12/28,0
2017/12/29,0
2017/12/30,0
2017/12/31,0
2018/1/1,0
2018/1/2,0
2018/1/3,0
2018/1/4,0
2018/1/5,0
2018/1/6,0
2018/1/7,0
2018/1/8,0
2018/1/9,0
2018/1/10,0
2018/1/11,0
2018/1/12,0
2018/1/13,0
2018/1/14,0
2018/1/15,0
2018/1/16,0
2018/1/17,0
2018/1/18,0
2018/1/19,0
2018/1/20,0
2018/1/21,0
2018/1/22,0
2018/1/23,0
2018/1/24,0
2018/1/25,0
2018/1/26,0
2018/1/27,0
2018/1/28,0
2018/1/29,0
2018/1/30,0
2018/1/31,0
2018/2/1,0
2018/2/2,0
2018/2/3,0
2018/2/4,0
2018/2/5,0
2018/2/6,0
2018/2/7,0
2018/2/8,0
2018/2/9,0
2018/2/10,0
2018/2/11,0
2018/2/12,0
2018/2/13,0
2018/2/14,0
2018/2/15,0
2018/2/16,0
2018/2/17,0
2018/2/18,0
2018/2/19,0
2018/2/20,0
2018/2/21,0
2018/2/22,0
2018/2/23,0
2018/2/24,0
2018/2/25,0
2018/2/26,0
2018/2/27,0
2018/2/28,0
2018/3/1,5.145216333
2018/3/2,5.145216333
2018/3/3,5.145216333
2018/3/4,5.145216333
2018/3/5,5.145216333
2018/3/6,5.145216333
2018/3/7,5.145216333
2018/3/8,5.145216333
2018/3/9,5.145216333
2018/3/10,5.145216333
2018/3/11,5.145216333
2018/3/12,5.145216333
2018/3/13,5.145216333
2018/3/14,5.145216333
2018/3/15,5.145216333
2018/3/16,5.145216333
2018/3/17,5.145216333
2018/3/18,5.145216333
2018/3/19,5.145216333
2018/3/20,5.145216333
2018/3/21,5.145216333
2018/3/22,5.145216333
2018/3/23,5.145216333
2018/3/24,5.145216333
2018/3/25,5.145216333
2018/3/26,5.145216333
2018/3/27,5.145216333
2018/3/28,5.145216333
2018/3/29,5.145216333
2018/3/30,5.145216333
2018/3/31,5.145216333
2018/4/1,21.26689417
2018/4/2,21.26689417
2018/4/3,21.26689417
2018/4/4,21.26689417
2018/4/5,21.26689417
2018/4/6,21.26689417
2018/4/7,21.26689417
2018/4/8,21.26689417
2018/4/9,21.26689417
2018/4/10,21.26689417
2018/4/11,21.26689417
2018/4/12,21.26689417
2018/4/13,21.26689417
2018/4/14,21.26689417
2018/4/15,21.26689417
2018/4/16,21.26689417
2018/4/17,21.26689417
2018/4/18,21.26689417
2018/4/19,21.26689417
2018/4/20,21.26689417
2018/4/21,21.26689417
2018/4/22,21.26689417
2018/4/23,21.26689417
2018/4/24,21.26689417
2018/4/25,21.26689417
2018/4/26,21.26689417
2018/4/27,21.26689417
2018/4/28,21.26689417
2018/4/29,21.26689417
2018/4/30,21.26689417
2018/5/1,19.7
2018/5/2,19.8
2018/5/3,21.9
2018/5/4,22.7
2018/5/5,24.4
2018/5/6,24.2
2018/5/7,22.3
2018/5/8,22
2018/5/9,22.6
2018/5/10,20.4
2018/5/11,20.6
2018/5/12,19.4
2018/5/13,18.8
2018/5/14,19.9
2018/5/15,22
2018/5/16,26.4
2018/5/17,30.4
2018/5/18,33.4
2018/5/19,34.3
2018/5/20,36.4
2018/5/21,35
2018/5/22,36.7
2018/5/23,42.5
2018/5/24,39
2018/5/25,37.3
2018/5/26,33.9
2018/5/27,31
2018/5/28,27.1
2018/5/29,28.1
2018/5/30,26.1
2018/5/31,26.6
2018/6/1,29.1
2018/6/2,27.3
2018/6/3,27
2018/6/4,26
2018/6/5,24.5
2018/6/6,23.7
2018/6/7,23.6
2018/6/8,25.2
2018/6/9,24.3
2018/6/10,23.7
2018/6/11,25.8
2018/6/12,30.3
2018/6/13,42.9
2018/6/14,48.8
2018/6/15,52.6
2018/6/16,60.2
2018/6/17,82.9
2018/6/18,72
2018/6/19,76.3
2018/6/20,121
2018/6/21,128
2018/6/22,140
2018/6/23,133
2018/6/24,134
2018/6/25,113
2018/6/26,105
2018/6/27,101
2018/6/28,108
2018/6/29,121
2018/6/30,108
2018/7/1,147
2018/7/2,265
2018/7/3,246
2018/7/4,242
2018/7/5,272
2018/7/6,229
2018/7/7,165
2018/7/8,153
2018/7/9,180
2018/7/10,221
2018/7/11,266
2018/7/12,153
2018/7/13,99.2
2018/7/14,118
2018/7/15,123
2018/7/16,115
2018/7/17,101
2018/7/18,115
2018/7/19,142
2018/7/20,121
2018/7/21,122
2018/7/22,129
2018/7/23,133
2018/7/24,123
2018/7/25,110
2018/7/26,99.8
2018/7/27,129
2018/7/28,207
2018/7/29,185
2018/7/30,222
2018/7/31,396
2018/8/1,403
2018/8/2,310
2018/8/3,208
2018/8/4,165
2018/8/5,222
2018/8/6,294
2018/8/7,600
2018/8/8,473
2018/8/9,426
2018/8/10,463
2018/8/11,393
2018/8/12,534
2018/8/13,399
2018/8/14,324
2018/8/15,296
2018/8/16,337
2018/8/17,263
2018/8/18,239
2018/8/19,225
2018/8/20,332
2018/8/21,433
2018/8/22,370
2018/8/23,317
2018/8/24,258
2018/8/25,282
2018/8/26,275
2018/8/27,267
2018/8/28,249
2018/8/29,231
2018/8/30,270
2018/8/31,281
2018/9/1,287
2018/9/2,301
2018/9/3,289
2018/9/4,277
2018/9/5,305
2018/9/6,302
2018/9/7,408
2018/9/8,395
2018/9/9,379
2018/9/10,349
2018/9/11,287
2018/9/12,282
2018/9/13,295
2018/9/14,268
2018/9/15,258
2018/9/16,283
2018/9/17,249
2018/9/18,211
2018/9/19,184
2018/9/20,166
2018/9/21,153
2018/9/22,152
2018/9/23,155
2018/9/24,167
2018/9/25,180
2018/9/26,187
2018/9/27,181
2018/9/28,162
2018/9/29,151
2018/9/30,146
2018/10/1,148
2018/10/2,147
2018/10/3,139
2018/10/4,120
2018/10/5,121
2018/10/6,121
2018/10/7,121
2018/10/8,120
2018/10/9,85.2
2018/10/10,82.9
2018/10/11,84.9
2018/10/12,79.6
2018/10/13,75.7
2018/10/14,71.5
2018/10/15,67.7
2018/10/16,65.7
2018/10/17,51.3
2018/10/18,48.4
2018/10/19,45
2018/10/20,40.9
2018/10/21,40.7
2018/10/22,46.5
2018/10/23,42.2
2018/10/24,40.3
2018/10/25,40.9
2018/10/26,39.7
2018/10/27,41.8
2018/10/28,36.6
2018/10/29,36.8
2018/10/30,31.2
2018/10/31,30.7
2018/11/1,5.316723544
2018/11/2,5.316723544
2018/11/3,5.316723544
2018/11/4,5.316723544
2018/11/5,5.316723544
2018/11/6,5.316723544
2018/11/7,5.316723544
2018/11/8,5.316723544
2018/11/9,5.316723544
2018/11/10,5.316723544
2018/11/11,5.316723544
2018/11/12,5.316723544
2018/11/13,5.316723544
2018/11/14,5.316723544
2018/11/15,5.316723544
2018/11/16,5.316723544
2018/11/17,5.316723544
2018/11/18,5.316723544
